quote,author,tags
you live like this sheltered in a delicate world and you believe you are living then you read a book or you take a trip and you discover that you are not living that you are hibernating the symptoms of hibernating are easily detectable first restlessness the second symptom when hibernating becomes dangerous and might degenerate into death absence of pleasure that is all it appears like an innocuous illness monotony boredom death millions live like this or die like this without knowing it they work in offices they drive a car they picnic with their families they raise children and then some shock treatment takes place a person a book a song and it awakens them and saves them from death some never awaken,anas nin,"['anais', 'nin']"
so we shall let the reader answer this question for himself who is the happier man he who has braved the storm of life and lived or he who has stayed securely on shore and merely existed,hunter s thompson,"['gonzo', 'happiness', 'risk']"
there is nothing more deceptive than an obvious fact,arthur conan doyle,"['deception', 'detection', 'evidence', 'facts', 'obviousness', 'sherlockholmes']"
the easy confidence with which i know another mans religion is folly teaches me to suspect that my own is also,mark twain,"['humor', 'philosophy', 'religion']"
your assumptions are your windows on the world scrub them off every once in a while or the light wont come in,isaac asimov,"['assumptions', 'closemindedness', 'intelligence', 'isaacasimov', 'knowledge', 'openmind', 'openmindedness', 'openminds', 'opinions', 'receptivity', 'science', 'scienceofmind']"
can you be a girl for a few secondsim always a girl i frownyou know what i mean like a silly annoying girli twirl my hair around my finger kay,veronica roth,"['christina', 'divergent', 'funny', 'humor', 'tris', 'veronicaroth']"
sometimes even to live is an act of courage,lucius annaeus seneca,"['perseverance', 'suicide', 'survival']"
a concept is a brick it can be used to build a courthouse of reason or it can be thrown through the window,gilles deleuze,"['anarchy', 'freedom', 'inspirational', 'lateralthinking', 'philosophy', 'rationalism']"
i dont suffer from my insanity  i enjoy every minute of it,sherrilyn kenyon,['zarek']
it was a bright cold day in april and the clocks were striking thirteen,george orwell,"['april', 'dystopia', 'firstsentence', 'openinglines']"
help others without any reason and give without the expectation of receiving anything in return,roy t bennett,"['give', 'giving', 'inspiration', 'inspirational', 'inspirationalquotes', 'inspire', 'inspiring', 'kindness', 'life', 'lifequotes', 'living']"
fairy tales do not tell children the dragons exist children already know that dragons exist fairy tales tell children the dragons can be killed,gk chesterton,"['fairytales', 'hope', 'paraphrased', 'possiblity']"
one should always be drunk thats all that mattersbut with what with wine with poetry or with virtue as you chose but get drunk,charles baudelaire,"['drunk', 'poetry', 'virtue', 'wine']"
it is better to offer no excuse than a bad one,george washington,"['confession', 'excuses', 'honesty', 'lies', 'lying', 'truth']"
throw your dreams into space like a kite and you do not know what it will bring back a new life a new friend a new love a new country,anais nin,"['dreams', 'life', 'love']"
life doesnt imitate art it imitates bad television,woody allen,"['art', 'humor', 'life']"
real generosity towards the future lies in giving all to the present,albert camus,"['carpediem', 'future', 'present']"
man when you lose your laugh you lose your footing,ken kesey,['relationships']
the most authentic thing about us is our capacity to create to overcome to endure to transform to love and to be greater than our suffering,ben okri,"['human', 'life']"
we rip out so much of ourselves to be cured of things faster than we should that we go bankrupt by the age of thirty and have less to offer each time we start with someone new but to feel nothing so as not to feel anything  what a waste,andre aciman,"['aciman', 'callmebyyourname', 'italy', 'love']"
i just want to be wonderful,marilyn monroe,['marilynmonroe']
an intellectual yes and never deny it an intellectual is someone whose mind watches itself i like this because i am happy to be both halves the watcher and the watched can they be brought together this is a practical question we must get down to it i despise intelligence really means i cannot bear my doubts,albert camus,"['intellectuals', 'intelligence', 'philosophy', 'scholars']"
i have accepted fear as part of life  specifically the fear of change i have gone ahead despite the pounding in the heart that says turn back,erica jong,"['change', 'courage', 'fear', 'life']"
ideally what should be said to every child repeatedly throughout his or her school life is something like this you are in the process of being indoctrinated we have not yet evolved a system of education that is not a system of indoctrination we are sorry but it is the best we can do what you are being taught here is an amalgam of current prejudice and the choices of this particular culture the slightest look at history will show how impermanent these must be you are being taught by people who have been able to accommodate themselves to a regime of thought laid down by their predecessors it is a selfperpetuating system those of you who are more robust and individual than others will be encouraged to leave and find ways of educating yourself  educating your own judgements those that stay must remember always and all the time that they are being moulded and patterned to fit into the narrow and particular needs of this particular society,doris lessing,"['conformity', 'education', 'feminism', 'knowledgepower', 'quip', 'school']"
